gravity,hypothesis_index,role,realization,beta,f,eta,prior,beta_family,companion_family,local_case_index,seed,comparison_type,first_rule,first_mode,second_rule,second_mode,scenario,N_catalogues,same_decision,difference_direction,correct_first_only,correct_second_only,correct_difference,wrong_first_only,wrong_second_only,wrong_difference,indeterminate_first_only,indeterminate_second_only,indeterminate_difference
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,full34,uniform_white,1000,992,first_minus_second,7,1,0.006000000000000005,0,0,0.0,1,7,-0.006
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,full34,clustered_correlated,1000,996,first_minus_second,3,1,0.0020000000000000018,1,0,0.001,0,3,-0.003
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,full34,sparse_floor,1000,991,first_minus_second,8,1,0.007000000000000006,0,1,-0.001,1,7,-0.006
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,covariates_only66,uniform_white,1000,247,first_minus_second,753,0,0.753,0,0,0.0,0,753,-0.753
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,covariates_only66,clustered_correlated,1000,241,first_minus_second,758,0,0.758,1,0,0.001,0,759,-0.759
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,covariates_only66,sparse_floor,1000,282,first_minus_second,718,0,0.718,0,1,-0.001,0,717,-0.717
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,information,envelope,full66,envelope,conditional66,sparse_floor,1000,998,first_minus_second,1,1,0.0,0,0,0.0,1,1,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,full66,baseline,full66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,full66,baseline,full66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,full66,baseline,full66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,sparse_floor,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,full34,baseline,full34,uniform_white,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,full34,baseline,full34,clustered_correlated,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,full34,baseline,full34,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,covariates_only66,baseline,covariates_only66,uniform_white,1000,834,first_minus_second,0,166,-0.16599999999999998,0,0,0.0,166,0,0.16600000000000004
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,covariates_only66,baseline,covariates_only66,clustered_correlated,1000,824,first_minus_second,0,176,-0.176,0,0,0.0,176,0,0.17600000000000005
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,covariates_only66,baseline,covariates_only66,sparse_floor,1000,806,first_minus_second,0,193,-0.19299999999999995,0,1,-0.001,194,0,0.19399999999999995
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,conditional66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,conditional66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325109001,calibration,envelope,conditional66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,no_diagnostics66,uniform_white,1000,998,first_minus_second,0,2,-0.0020000000000000018,0,0,0.0,2,0,0.002
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,no_diagnostics66,clustered_correlated,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,no_diagnostics66,sparse_floor,1000,995,first_minus_second,5,0,0.0050000000000000044,0,0,0.0,0,5,-0.005
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,full34,uniform_white,1000,996,first_minus_second,2,2,0.0,0,0,0.0,2,2,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,full34,clustered_correlated,1000,997,first_minus_second,2,1,0.0010000000000000009,0,0,0.0,1,2,-0.001
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,full34,sparse_floor,1000,992,first_minus_second,8,0,0.008000000000000007,0,0,0.0,0,8,-0.008
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,covariates_only66,uniform_white,1000,355,first_minus_second,644,1,0.643,0,0,0.0,1,644,-0.643
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,covariates_only66,clustered_correlated,1000,352,first_minus_second,647,1,0.646,0,0,0.0,1,647,-0.646
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,covariates_only66,sparse_floor,1000,403,first_minus_second,597,0,0.597,0,0,0.0,0,597,-0.597
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,conditional66,uniform_white,1000,996,first_minus_second,3,1,0.0020000000000000018,0,0,0.0,1,3,-0.002
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,conditional66,clustered_correlated,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,baseline,full66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,no_diagnostics66,uniform_white,1000,998,first_minus_second,0,2,-0.0020000000000000018,0,0,0.0,2,0,0.002
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,no_diagnostics66,clustered_correlated,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,no_diagnostics66,sparse_floor,1000,996,first_minus_second,4,0,0.0040000000000000036,0,0,0.0,0,4,-0.004
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,full34,uniform_white,1000,996,first_minus_second,2,2,0.0,0,0,0.0,2,2,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,full34,clustered_correlated,1000,997,first_minus_second,2,1,0.0010000000000000009,0,0,0.0,1,2,-0.001
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,full34,sparse_floor,1000,992,first_minus_second,8,0,0.008000000000000007,0,0,0.0,0,8,-0.008
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,covariates_only66,uniform_white,1000,199,first_minus_second,800,1,0.7989999999999999,0,0,0.0,1,800,-0.799
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,covariates_only66,clustered_correlated,1000,184,first_minus_second,815,1,0.8140000000000001,0,0,0.0,1,815,-0.814
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,covariates_only66,sparse_floor,1000,232,first_minus_second,768,0,0.768,0,0,0.0,0,768,-0.768
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,conditional66,uniform_white,1000,998,first_minus_second,0,2,-0.0020000000000000018,0,0,0.0,2,0,0.002
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,conditional66,clustered_correlated,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,information,envelope,full66,envelope,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,full66,baseline,full66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,full66,baseline,full66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,full66,baseline,full66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,sparse_floor,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,full34,baseline,full34,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,full34,baseline,full34,clustered_correlated,1000,998,first_minus_second,1,1,0.0,0,0,0.0,1,1,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,full34,baseline,full34,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,covariates_only66,baseline,covariates_only66,uniform_white,1000,844,first_minus_second,0,156,-0.15599999999999997,0,0,0.0,156,0,0.15600000000000003
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,covariates_only66,baseline,covariates_only66,clustered_correlated,1000,830,first_minus_second,1,169,-0.16799999999999998,0,0,0.0,169,1,0.16799999999999993
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,covariates_only66,baseline,covariates_only66,sparse_floor,1000,829,first_minus_second,0,171,-0.171,0,0,0.0,171,0,0.17100000000000004
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,conditional66,baseline,conditional66,uniform_white,1000,996,first_minus_second,4,0,0.0040000000000000036,0,0,0.0,0,4,-0.004
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,conditional66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325110001,calibration,envelope,conditional66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,no_diagnostics66,uniform_white,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,no_diagnostics66,clustered_correlated,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,no_diagnostics66,sparse_floor,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,full34,uniform_white,1000,994,first_minus_second,5,1,0.0040000000000000036,0,0,0.0,1,5,-0.004
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,full34,clustered_correlated,1000,997,first_minus_second,2,1,0.0010000000000000009,0,0,0.0,1,2,-0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,full34,sparse_floor,1000,989,first_minus_second,10,1,0.009000000000000008,0,0,0.0,1,10,-0.009000000000000001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,covariates_only66,uniform_white,1000,395,first_minus_second,604,1,0.603,0,0,0.0,1,604,-0.603
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,covariates_only66,clustered_correlated,1000,407,first_minus_second,592,1,0.591,0,2,-0.002,1,590,-0.589
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,covariates_only66,sparse_floor,1000,461,first_minus_second,538,1,0.5369999999999999,0,1,-0.001,1,537,-0.536
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,conditional66,uniform_white,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,baseline,full66,baseline,conditional66,sparse_floor,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,no_diagnostics66,uniform_white,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,no_diagnostics66,clustered_correlated,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,no_diagnostics66,sparse_floor,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,full34,uniform_white,1000,993,first_minus_second,6,1,0.0050000000000000044,0,0,0.0,1,6,-0.005
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,full34,clustered_correlated,1000,995,first_minus_second,4,1,0.0030000000000000027,0,0,0.0,1,4,-0.003
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,full34,sparse_floor,1000,989,first_minus_second,10,1,0.009000000000000008,0,0,0.0,1,10,-0.009000000000000001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,covariates_only66,uniform_white,1000,234,first_minus_second,765,1,0.764,0,0,0.0,1,765,-0.764
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,covariates_only66,clustered_correlated,1000,209,first_minus_second,790,1,0.789,0,1,-0.001,1,789,-0.788
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,covariates_only66,sparse_floor,1000,255,first_minus_second,744,1,0.743,0,1,-0.001,1,743,-0.742
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,conditional66,uniform_white,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,information,envelope,full66,envelope,conditional66,sparse_floor,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,full66,baseline,full66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,full66,baseline,full66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,full66,baseline,full66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,full34,baseline,full34,uniform_white,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,full34,baseline,full34,clustered_correlated,1000,998,first_minus_second,0,2,-0.0020000000000000018,0,0,0.0,2,0,0.002
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,full34,baseline,full34,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,covariates_only66,baseline,covariates_only66,uniform_white,1000,839,first_minus_second,0,161,-0.16100000000000003,0,0,0.0,161,0,0.16100000000000003
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,covariates_only66,baseline,covariates_only66,clustered_correlated,1000,799,first_minus_second,1,199,-0.19799999999999998,0,1,-0.001,200,1,0.19900000000000007
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,covariates_only66,baseline,covariates_only66,sparse_floor,1000,794,first_minus_second,0,206,-0.20600000000000002,0,0,0.0,206,0,0.20599999999999996
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,conditional66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,conditional66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325111001,calibration,envelope,conditional66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,no_diagnostics66,uniform_white,1000,995,first_minus_second,4,1,0.0030000000000000027,0,0,0.0,1,4,-0.003
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,no_diagnostics66,clustered_correlated,1000,995,first_minus_second,0,5,-0.0050000000000000044,0,0,0.0,5,0,0.005
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,no_diagnostics66,sparse_floor,1000,993,first_minus_second,5,2,0.0030000000000000027,0,0,0.0,2,5,-0.003
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,full34,uniform_white,1000,996,first_minus_second,2,2,0.0,0,0,0.0,2,2,0.0
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,full34,clustered_correlated,1000,995,first_minus_second,0,5,-0.0050000000000000044,0,0,0.0,5,0,0.005
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,full34,sparse_floor,1000,994,first_minus_second,2,4,-0.0020000000000000018,0,0,0.0,4,2,0.002
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,covariates_only66,uniform_white,1000,425,first_minus_second,574,1,0.573,0,0,0.0,1,574,-0.573
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,covariates_only66,clustered_correlated,1000,409,first_minus_second,589,2,0.587,0,1,-0.001,2,588,-0.586
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,covariates_only66,sparse_floor,1000,470,first_minus_second,526,4,0.522,0,1,-0.001,4,525,-0.521
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,conditional66,clustered_correlated,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,baseline,full66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,envelope,full66,envelope,no_diagnostics66,uniform_white,1000,995,first_minus_second,4,1,0.0030000000000000027,0,0,0.0,1,4,-0.003
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,envelope,full66,envelope,no_diagnostics66,clustered_correlated,1000,995,first_minus_second,0,5,-0.0050000000000000044,0,0,0.0,5,0,0.005
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,envelope,full66,envelope,no_diagnostics66,sparse_floor,1000,996,first_minus_second,3,1,0.0020000000000000018,0,0,0.0,1,3,-0.002
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,envelope,full66,envelope,full34,uniform_white,1000,996,first_minus_second,2,2,0.0,0,0,0.0,2,2,0.0
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,envelope,full66,envelope,full34,clustered_correlated,1000,994,first_minus_second,1,5,-0.0040000000000000036,0,0,0.0,5,1,0.004
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,envelope,full66,envelope,full34,sparse_floor,1000,995,first_minus_second,2,3,-0.0010000000000000009,0,0,0.0,3,2,0.001
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,envelope,full66,envelope,covariates_only66,uniform_white,1000,260,first_minus_second,739,1,0.738,0,0,0.0,1,739,-0.738
QUMOND,1,test,1,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,325112001,information,envelope,full66,envelope,covariates_only66,clustered_correlated,1000,240,first_minus_second,759,1,0.758,0,0,0.0,1,759,-0.758
