gravity,hypothesis_index,role,realization,beta,f,eta,prior,beta_family,companion_family,local_case_index,seed,rule,mode,scenario,N_catalogues,N_parent,correct,wrong,indeterminate,both_retained,both_rejected,true_retained,raw_fitting_empty_fraction_mean,near_best_true_mean,near_best_other_mean,correct_rate,correct_wilson_lo,correct_wilson_hi,wrong_rate,wrong_wilson_lo,wrong_wilson_hi,indeterminate_rate,indeterminate_wilson_lo,indeterminate_wilson_hi,true_retained_rate,true_retained_wilson_lo,true_retained_wilson_hi,classification_count_pass,retention_count_pass,overall_count_pass,classification_confidence_pass,retention_confidence_pass,overall_confidence_pass,evaluation_family
Newton,0,test,2,1.0,0.225,,80,fitted_grid,fitted_prior,6,326006001,baseline,covariates_only66,sparse_floor,1000,1000,32,4,964,963,1,995,0.0,13.063,14.487,0.032,0.022757107858710962,0.04482473808376865,0.004,0.0015565881404084308,0.010239556277262253,0.964,0.9505643395327921,0.9738844285926127,0.995,0.9883490446266249,0.9978624644726756,False,True,False,False,False,False,fitted_family
Newton,0,test,2,1.0,0.225,,80,fitted_grid,fitted_prior,6,326006001,envelope,covariates_only66,uniform_white,1000,1000,24,0,976,975,1,999,0.0,13.056,14.467,0.024,0.016180168466636995,0.03546290561161149,0.0,2.168404344971009e-19,0.0038267584855551234,0.976,0.9645370943883885,0.9838198315333629,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.225,,80,fitted_grid,fitted_prior,6,326006001,envelope,covariates_only66,clustered_correlated,1000,1000,24,0,976,974,2,998,0.0,13.057,14.424,0.024,0.016180168466636995,0.03546290561161149,0.0,2.168404344971009e-19,0.0038267584855551234,0.976,0.9645370943883885,0.9838198315333629,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.225,,80,fitted_grid,fitted_prior,6,326006001,envelope,covariates_only66,sparse_floor,1000,1000,13,0,987,986,1,999,0.0,13.063,14.487,0.013,0.0076128203893510256,0.022114442375579666,0.0,2.168404344971009e-19,0.0038267584855551234,0.987,0.9778855576244203,0.9923871796106489,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.225,,60,fitted_grid,outside_inner_prior,7,326007001,baseline,covariates_only66,uniform_white,1000,1000,32,1,967,967,0,999,0.0,13.075,14.449,0.032,0.022757107858710962,0.04482473808376865,0.001,0.00017654637062607809,0.0056425585979579355,0.967,0.9540187355329184,0.9764070720415732,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,60,fitted_grid,outside_inner_prior,7,326007001,baseline,covariates_only66,clustered_correlated,1000,1000,39,1,960,959,1,998,0.0,13.067,14.475,0.039,0.028658960904180485,0.052869310419501346,0.001,0.00017654637062607809,0.0056425585979579355,0.96,0.945990355878742,0.9704890263145473,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,60,fitted_grid,outside_inner_prior,7,326007001,baseline,covariates_only66,sparse_floor,1000,1000,34,2,964,963,1,997,0.0,13.081,14.507,0.034,0.024431348663226313,0.04713519024531107,0.002,0.000548643588120728,0.007262807863492177,0.964,0.9505643395327921,0.9738844285926127,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,60,fitted_grid,outside_inner_prior,7,326007001,envelope,covariates_only66,uniform_white,1000,1000,25,0,975,975,0,1000,0.0,13.075,14.449,0.025,0.016990131293434067,0.0366452892678433,0.0,2.168404344971009e-19,0.0038267584855551234,0.975,0.9633547107321566,0.9830098687065659,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,60,fitted_grid,outside_inner_prior,7,326007001,envelope,covariates_only66,clustered_correlated,1000,1000,26,0,974,974,0,1000,0.0,13.067,14.475,0.026,0.017803938201616326,0.03782382884268993,0.0,2.168404344971009e-19,0.0038267584855551234,0.974,0.9621761711573101,0.9821960617983837,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,60,fitted_grid,outside_inner_prior,7,326007001,envelope,covariates_only66,sparse_floor,1000,1000,13,0,987,986,1,999,0.0,13.081,14.507,0.013,0.0076128203893510256,0.022114442375579666,0.0,2.168404344971009e-19,0.0038267584855551234,0.987,0.9778855576244203,0.9923871796106489,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,326008001,baseline,covariates_only66,uniform_white,1000,1000,34,0,966,963,3,997,0.0,13.073,14.582,0.034,0.024431348663226313,0.04713519024531107,0.0,2.168404344971009e-19,0.0038267584855551234,0.966,0.9528648097546889,0.9755686513367737,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,326008001,baseline,covariates_only66,clustered_correlated,1000,1000,41,0,959,957,2,998,0.0,13.073,14.548,0.041,0.030364971082098315,0.0551479932076413,0.0,2.168404344971009e-19,0.0038267584855551234,0.959,0.9448520067923587,0.9696350289179017,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,326008001,baseline,covariates_only66,sparse_floor,1000,1000,47,1,952,949,3,996,0.0,13.075,14.599,0.047,0.0355271051063845,0.06193993808152845,0.001,0.00017654637062607809,0.0056425585979579355,0.952,0.936933911349866,0.963606698979192,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,326008001,envelope,covariates_only66,uniform_white,1000,1000,26,0,974,972,2,998,0.0,13.073,14.582,0.026,0.017803938201616326,0.03782382884268993,0.0,2.168404344971009e-19,0.0038267584855551234,0.974,0.9621761711573101,0.9821960617983837,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,326008001,envelope,covariates_only66,clustered_correlated,1000,1000,29,0,971,969,2,998,0.0,13.073,14.548,0.029,0.02026644815669875,0.04133835833669418,0.0,2.168404344971009e-19,0.0038267584855551234,0.971,0.9586616416633058,0.9797335518433012,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,326008001,envelope,covariates_only66,sparse_floor,1000,1000,21,0,979,977,2,998,0.0,13.075,14.599,0.021,0.013775739567924286,0.03189029506123752,0.0,2.168404344971009e-19,0.0038267584855551234,0.979,0.9681097049387625,0.9862242604320758,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,40,fitted_grid,fitted_prior,9,326009001,baseline,covariates_only66,uniform_white,1000,1000,29,0,971,971,0,1000,0.0,13.096,14.297,0.029,0.02026644815669875,0.04133835833669418,0.0,2.168404344971009e-19,0.0038267584855551234,0.971,0.9586616416633058,0.9797335518433012,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,40,fitted_grid,fitted_prior,9,326009001,baseline,covariates_only66,clustered_correlated,1000,1000,38,0,962,961,1,999,0.0,13.093,14.321,0.038,0.02780900450930263,0.05172692033135032,0.0,2.168404344971009e-19,0.0038267584855551234,0.962,0.9482730796686497,0.9721909954906974,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,40,fitted_grid,fitted_prior,9,326009001,baseline,covariates_only66,sparse_floor,1000,1000,47,1,952,952,0,999,0.0,13.089,14.313,0.047,0.0355271051063845,0.06193993808152845,0.001,0.00017654637062607809,0.0056425585979579355,0.952,0.936933911349866,0.963606698979192,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,40,fitted_grid,fitted_prior,9,326009001,envelope,covariates_only66,uniform_white,1000,1000,22,0,978,978,0,1000,0.0,13.096,14.297,0.022,0.014572707764791058,0.03308567334739963,0.0,2.168404344971009e-19,0.0038267584855551234,0.978,0.9669143266526004,0.985427292235209,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,40,fitted_grid,fitted_prior,9,326009001,envelope,covariates_only66,clustered_correlated,1000,1000,28,0,972,972,0,1000,0.0,13.093,14.321,0.028,0.019442276812770925,0.04017018319759311,0.0,2.168404344971009e-19,0.0038267584855551234,0.972,0.9598298168024069,0.9805577231872291,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,40,fitted_grid,fitted_prior,9,326009001,envelope,covariates_only66,sparse_floor,1000,1000,18,0,982,982,0,1000,0.0,13.089,14.313,0.018,0.011415740009567788,0.028273255170507345,0.0,2.168404344971009e-19,0.0038267584855551234,0.982,0.9717267448294926,0.9885842599904322,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,80,fitted_grid,fitted_prior,10,326010001,baseline,covariates_only66,uniform_white,1000,1000,17,0,983,982,1,999,0.0,13.131,14.423,0.017,0.010640689856816328,0.027055958840229925,0.0,2.168404344971009e-19,0.0038267584855551234,0.983,0.9729440411597701,0.9893593101431837,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,80,fitted_grid,fitted_prior,10,326010001,baseline,covariates_only66,clustered_correlated,1000,1000,24,0,976,975,1,999,0.0,13.13,14.396,0.024,0.016180168466636995,0.03546290561161149,0.0,2.168404344971009e-19,0.0038267584855551234,0.976,0.9645370943883885,0.9838198315333629,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,80,fitted_grid,fitted_prior,10,326010001,baseline,covariates_only66,sparse_floor,1000,1000,21,1,978,977,1,998,0.0,13.136,14.475,0.021,0.013775739567924286,0.03189029506123752,0.001,0.00017654637062607809,0.0056425585979579355,0.978,0.9669143266526004,0.985427292235209,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,80,fitted_grid,fitted_prior,10,326010001,envelope,covariates_only66,uniform_white,1000,1000,15,0,985,984,1,999,0.0,13.131,14.423,0.015,0.009110978804081668,0.024600976926906798,0.0,2.168404344971009e-19,0.0038267584855551234,0.985,0.9753990230730932,0.9908890211959184,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,80,fitted_grid,fitted_prior,10,326010001,envelope,covariates_only66,clustered_correlated,1000,1000,16,0,984,983,1,999,0.0,13.13,14.396,0.016,0.009872242002277388,0.02583206021173997,0.0,2.168404344971009e-19,0.0038267584855551234,0.984,0.97416793978826,0.9901277579977227,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,80,fitted_grid,fitted_prior,10,326010001,envelope,covariates_only66,sparse_floor,1000,1000,9,0,991,990,1,999,0.0,13.136,14.475,0.009,0.004742060667477063,0.01701581616533807,0.0,2.168404344971009e-19,0.0038267584855551234,0.991,0.982984183834662,0.9952579393325229,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,326011001,baseline,covariates_only66,uniform_white,1000,1000,43,1,956,956,0,999,0.0,13.047,14.454,0.043,0.03207865341171336,0.057419003844084014,0.001,0.00017654637062607809,0.0056425585979579355,0.956,0.9414482108495923,0.9670617854115815,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,326011001,baseline,covariates_only66,clustered_correlated,1000,1000,42,1,957,956,1,998,0.0,13.044,14.428,0.042,0.031220885546165447,0.056284425226603055,0.001,0.00017654637062607809,0.0056425585979579355,0.957,0.942580996155916,0.9679213465882865,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,326011001,baseline,covariates_only66,sparse_floor,1000,1000,47,1,952,952,0,999,0.0,13.038,14.453,0.047,0.0355271051063845,0.06193993808152845,0.001,0.00017654637062607809,0.0056425585979579355,0.952,0.936933911349866,0.963606698979192,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,326011001,envelope,covariates_only66,uniform_white,1000,1000,30,0,970,970,0,1000,0.0,13.047,14.454,0.03,0.0210937388288347,0.042503414147587126,0.0,2.168404344971009e-19,0.0038267584855551234,0.97,0.9574965858524128,0.9789062611711653,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,326011001,envelope,covariates_only66,clustered_correlated,1000,1000,29,0,971,970,1,999,0.0,13.044,14.428,0.029,0.02026644815669875,0.04133835833669418,0.0,2.168404344971009e-19,0.0038267584855551234,0.971,0.9586616416633058,0.9797335518433012,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,326011001,envelope,covariates_only66,sparse_floor,1000,1000,22,0,978,978,0,1000,0.0,13.038,14.453,0.022,0.014572707764791058,0.03308567334739963,0.0,2.168404344971009e-19,0.0038267584855551234,0.978,0.9669143266526004,0.985427292235209,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,baseline,full66,uniform_white,1000,1000,979,5,16,2,14,981,0.000277,1.061,1.147,0.979,0.9681097049387625,0.9862242604320758,0.005,0.0021375355273244596,0.011650955373375113,0.016,0.009872242002277388,0.02583206021173997,0.981,0.9705155440876868,0.9878031142492091,True,False,False,False,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,baseline,full66,sparse_floor,1000,1000,975,1,24,0,24,975,0.00033800000000000003,1.041,1.137,0.975,0.9633547107321566,0.9830098687065659,0.001,0.00017654637062607809,0.0056425585979579355,0.024,0.016180168466636995,0.03546290561161149,0.975,0.9633547107321566,0.9830098687065659,True,False,False,True,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,baseline,covariates_only66,uniform_white,1000,1000,27,0,973,972,1,999,0.0,13.036,14.461,0.027,0.018621382774294995,0.03899873075304015,0.0,2.168404344971009e-19,0.0038267584855551234,0.973,0.9610012692469598,0.9813786172257051,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,baseline,covariates_only66,clustered_correlated,1000,1000,28,1,971,970,1,998,0.0,13.04,14.479,0.028,0.019442276812770925,0.04017018319759311,0.001,0.00017654637062607809,0.0056425585979579355,0.971,0.9586616416633058,0.9797335518433012,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,baseline,covariates_only66,sparse_floor,1000,1000,29,2,969,967,2,996,0.0,13.045,14.479,0.029,0.02026644815669875,0.04133835833669418,0.002,0.000548643588120728,0.007262807863492177,0.969,0.9563345039877078,0.9780759965528414,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,baseline,conditional66,uniform_white,1000,1000,918,10,72,64,8,982,0.000277,1.797,1.095,0.918,0.8993527833262955,0.9334480465797805,0.01,0.005440754445529249,0.018309468870314774,0.072,0.05756392168091441,0.08971178358272076,0.982,0.9717267448294926,0.9885842599904322,False,False,False,False,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,baseline,conditional66,sparse_floor,1000,1000,954,10,36,19,17,973,0.00033800000000000003,1.747,1.085,0.954,0.9391877960583809,0.9653375072367351,0.01,0.005440754445529249,0.018309468870314774,0.036,0.02611557140738732,0.049435660467207834,0.973,0.9610012692469598,0.9813786172257051,True,False,False,False,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,envelope,full66,uniform_white,1000,1000,985,5,10,2,8,987,0.000277,1.061,1.147,0.985,0.9753990230730932,0.9908890211959184,0.005,0.0021375355273244596,0.011650955373375113,0.01,0.005440754445529249,0.018309468870314774,0.987,0.9778855576244203,0.9923871796106489,True,False,False,False,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,envelope,full66,sparse_floor,1000,1000,981,2,17,0,17,981,0.00033800000000000003,1.041,1.137,0.981,0.9705155440876868,0.9878031142492091,0.002,0.000548643588120728,0.007262807863492177,0.017,0.010640689856816328,0.027055958840229925,0.981,0.9705155440876868,0.9878031142492091,True,False,False,True,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,envelope,covariates_only66,uniform_white,1000,1000,22,0,978,977,1,999,0.0,13.036,14.461,0.022,0.014572707764791058,0.03308567334739963,0.0,2.168404344971009e-19,0.0038267584855551234,0.978,0.9669143266526004,0.985427292235209,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,envelope,covariates_only66,clustered_correlated,1000,1000,20,0,980,979,1,999,0.0,13.04,14.479,0.02,0.012983682916415136,0.030690005229717786,0.0,2.168404344971009e-19,0.0038267584855551234,0.98,0.9693099947702822,0.987016317083585,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,envelope,covariates_only66,sparse_floor,1000,1000,14,0,986,984,2,998,0.0,13.045,14.479,0.014,0.00835757513042392,0.02336203411753566,0.0,2.168404344971009e-19,0.0038267584855551234,0.986,0.9766379658824644,0.9916424248695761,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,envelope,conditional66,uniform_white,1000,1000,922,9,69,65,4,987,0.000277,1.797,1.095,0.922,0.9037173834289277,0.9370528324092638,0.009,0.004742060667477063,0.01701581616533807,0.069,0.054883945585911253,0.08641472022863728,0.987,0.9778855576244203,0.9923871796106489,False,False,False,False,False,False,outside_inner_prior
Newton,0,test,2,1.0,0.3,,160,fitted_grid,outside_inner_prior,12,326012001,envelope,conditional66,sparse_floor,1000,1000,958,6,36,23,13,981,0.00033800000000000003,1.747,1.085,0.958,0.9437155747733968,0.9687791144538346,0.006,0.0027526691418763745,0.01302816824185209,0.036,0.02611557140738732,0.049435660467207834,0.981,0.9705155440876868,0.9878031142492091,True,False,False,False,False,False,outside_inner_prior
Newton,0,test,2,1.3,0.0,,,fitted_grid,pure,13,326013001,baseline,covariates_only66,uniform_white,1000,1000,42,0,958,958,0,1000,0.0,13.063,14.368,0.042,0.031220885546165447,0.056284425226603055,0.0,2.168404344971009e-19,0.0038267584855551234,0.958,0.9437155747733968,0.9687791144538346,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.0,,,fitted_grid,pure,13,326013001,baseline,covariates_only66,clustered_correlated,1000,1000,47,0,953,952,1,999,0.0,13.074,14.382,0.047,0.0355271051063845,0.06193993808152845,0.0,2.168404344971009e-19,0.0038267584855551234,0.953,0.9380600619184716,0.9644728948936154,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.0,,,fitted_grid,pure,13,326013001,baseline,covariates_only66,sparse_floor,1000,1000,44,0,956,954,2,998,0.0,13.067,14.365,0.044,0.0329382145884185,0.058551789150407776,0.0,2.168404344971009e-19,0.0038267584855551234,0.956,0.9414482108495923,0.9670617854115815,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.0,,,fitted_grid,pure,13,326013001,envelope,covariates_only66,uniform_white,1000,1000,34,0,966,966,0,1000,0.0,13.063,14.368,0.034,0.024431348663226313,0.04713519024531107,0.0,2.168404344971009e-19,0.0038267584855551234,0.966,0.9528648097546889,0.9755686513367737,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.0,,,fitted_grid,pure,13,326013001,envelope,covariates_only66,clustered_correlated,1000,1000,37,0,963,962,1,999,0.0,13.074,14.382,0.037,0.026961180875554734,0.05058239748206931,0.0,2.168404344971009e-19,0.0038267584855551234,0.963,0.9494176025179306,0.9730388191244452,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.0,,,fitted_grid,pure,13,326013001,envelope,covariates_only66,sparse_floor,1000,1000,20,0,980,978,2,998,0.0,13.067,14.365,0.02,0.012983682916415136,0.030690005229717786,0.0,2.168404344971009e-19,0.0038267584855551234,0.98,0.9693099947702822,0.987016317083585,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,baseline,covariates_only66,uniform_white,1000,1000,36,0,964,962,2,998,0.0,13.204,14.387,0.036,0.02611557140738732,0.049435660467207834,0.0,2.168404344971009e-19,0.0038267584855551234,0.964,0.9505643395327921,0.9738844285926127,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,baseline,covariates_only66,clustered_correlated,1000,1000,41,0,959,957,2,998,0.0,13.177,14.279,0.041,0.030364971082098315,0.0551479932076413,0.0,2.168404344971009e-19,0.0038267584855551234,0.959,0.9448520067923587,0.9696350289179017,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,baseline,covariates_only66,sparse_floor,1000,1000,41,1,958,957,1,998,0.0,13.178,14.412,0.041,0.030364971082098315,0.0551479932076413,0.001,0.00017654637062607809,0.0056425585979579355,0.958,0.9437155747733968,0.9687791144538346,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,envelope,covariates_only66,uniform_white,1000,1000,28,0,972,970,2,998,0.0,13.204,14.387,0.028,0.019442276812770925,0.04017018319759311,0.0,2.168404344971009e-19,0.0038267584855551234,0.972,0.9598298168024069,0.9805577231872291,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,envelope,covariates_only66,clustered_correlated,1000,1000,33,0,967,965,2,998,0.0,13.177,14.279,0.033,0.023592927958426907,0.04598126446708159,0.0,2.168404344971009e-19,0.0038267584855551234,0.967,0.9540187355329184,0.9764070720415732,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,envelope,covariates_only66,sparse_floor,1000,1000,15,0,985,984,1,999,0.0,13.178,14.412,0.015,0.009110978804081668,0.024600976926906798,0.0,2.168404344971009e-19,0.0038267584855551234,0.985,0.9753990230730932,0.9908890211959184,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,baseline,covariates_only66,uniform_white,1000,1000,36,0,964,963,1,999,0.0,13.173,14.36,0.036,0.02611557140738732,0.049435660467207834,0.0,2.168404344971009e-19,0.0038267584855551234,0.964,0.9505643395327921,0.9738844285926127,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,baseline,covariates_only66,clustered_correlated,1000,1000,42,0,958,957,1,999,0.0,13.16,14.363,0.042,0.031220885546165447,0.056284425226603055,0.0,2.168404344971009e-19,0.0038267584855551234,0.958,0.9437155747733968,0.9687791144538346,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,baseline,covariates_only66,sparse_floor,1000,1000,49,0,951,950,1,999,0.0,13.149,14.379,0.049,0.037261034647360615,0.06419070150661013,0.0,2.168404344971009e-19,0.0038267584855551234,0.951,0.9358092984933898,0.9627389653526394,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,envelope,covariates_only66,uniform_white,1000,1000,26,0,974,973,1,999,0.0,13.173,14.36,0.026,0.017803938201616326,0.03782382884268993,0.0,2.168404344971009e-19,0.0038267584855551234,0.974,0.9621761711573101,0.9821960617983837,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,envelope,covariates_only66,clustered_correlated,1000,1000,29,0,971,970,1,999,0.0,13.16,14.363,0.029,0.02026644815669875,0.04133835833669418,0.0,2.168404344971009e-19,0.0038267584855551234,0.971,0.9586616416633058,0.9797335518433012,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,envelope,covariates_only66,sparse_floor,1000,1000,20,0,980,979,1,999,0.0,13.149,14.379,0.02,0.012983682916415136,0.030690005229717786,0.0,2.168404344971009e-19,0.0038267584855551234,0.98,0.9693099947702822,0.987016317083585,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,baseline,covariates_only66,uniform_white,1000,1000,38,0,962,962,0,1000,0.0,13.159,14.281,0.038,0.02780900450930263,0.05172692033135032,0.0,2.168404344971009e-19,0.0038267584855551234,0.962,0.9482730796686497,0.9721909954906974,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,baseline,covariates_only66,clustered_correlated,1000,1000,42,0,958,958,0,1000,0.0,13.167,14.269,0.042,0.031220885546165447,0.056284425226603055,0.0,2.168404344971009e-19,0.0038267584855551234,0.958,0.9437155747733968,0.9687791144538346,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
