gravity,hypothesis_index,role,realization,beta,f,eta,prior,beta_family,companion_family,local_case_index,seed,rule,mode,scenario,N_catalogues,N_parent,correct,wrong,indeterminate,both_retained,both_rejected,true_retained,raw_fitting_empty_fraction_mean,near_best_true_mean,near_best_other_mean,correct_rate,correct_wilson_lo,correct_wilson_hi,wrong_rate,wrong_wilson_lo,wrong_wilson_hi,indeterminate_rate,indeterminate_wilson_lo,indeterminate_wilson_hi,true_retained_rate,true_retained_wilson_lo,true_retained_wilson_hi,classification_count_pass,retention_count_pass,overall_count_pass,classification_confidence_pass,retention_confidence_pass,overall_confidence_pass,evaluation_family
Newton,0,test,1,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,325033001,baseline,covariates_only66,sparse_floor,1000,1000,306,4,690,690,0,996,0.0,13.038,12.747,0.306,0.2782254333203639,0.3352593489720314,0.004,0.0015565881404084308,0.010239556277262253,0.69,0.6606534768407168,0.7178923549347722,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,325033001,envelope,covariates_only66,uniform_white,1000,1000,272,1,727,727,0,999,0.0,13.05,12.754,0.272,0.24533124703883705,0.3004137548305761,0.001,0.00017654637062607809,0.0056425585979579355,0.727,0.6985586005647291,0.7537040510828288,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,325033001,envelope,covariates_only66,clustered_correlated,1000,1000,265,1,734,734,0,999,0.0,13.04,12.782,0.265,0.23858325625975632,0.2932153202284546,0.001,0.00017654637062607809,0.0056425585979579355,0.734,0.7057558002431918,0.7604532767855683,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,325033001,envelope,covariates_only66,sparse_floor,1000,1000,223,1,776,776,0,999,0.0,13.038,12.747,0.223,0.19828813022889644,0.24983189397210112,0.001,0.00017654637062607809,0.0056425585979579355,0.776,0.7491310659769607,0.8007565633390129,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,325034001,baseline,covariates_only66,uniform_white,1000,1000,348,0,652,652,0,1000,0.0,13.019,12.68,0.348,0.3191094001531461,0.37805393442646257,0.0,2.168404344971009e-19,0.0038267584855551234,0.652,0.6219460655735375,0.6808905998468539,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,325034001,baseline,covariates_only66,clustered_correlated,1000,1000,346,0,654,653,1,999,0.0,13.016,12.7,0.346,0.3171566601020642,0.3760219815114867,0.0,2.168404344971009e-19,0.0038267584855551234,0.654,0.6239780184885133,0.6828433398979359,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,325034001,baseline,covariates_only66,sparse_floor,1000,1000,377,0,623,623,0,1000,0.0,13.008,12.693,0.377,0.347487093401629,0.4074542891858176,0.0,2.168404344971009e-19,0.0038267584855551234,0.623,0.5925457108141824,0.6525129065983711,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,325034001,envelope,covariates_only66,uniform_white,1000,1000,330,0,670,670,0,1000,0.0,13.019,12.68,0.33,0.3015555405204304,0.35974555736465835,0.0,2.168404344971009e-19,0.0038267584855551234,0.67,0.6402544426353417,0.6984444594795697,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,325034001,envelope,covariates_only66,clustered_correlated,1000,1000,320,0,680,680,0,1000,0.0,13.016,12.7,0.32,0.29182400898144156,0.3495536240733583,0.0,2.168404344971009e-19,0.0038267584855551234,0.68,0.6504463759266418,0.7081759910185584,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,325034001,envelope,covariates_only66,sparse_floor,1000,1000,279,0,721,721,0,1000,0.0,13.008,12.693,0.279,0.2520877932829655,0.3076036339676499,0.0,2.168404344971009e-19,0.0038267584855551234,0.721,0.6923963660323501,0.7479122067170344,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,40,fitted_grid,fitted_prior,35,325035001,baseline,covariates_only66,uniform_white,1000,1000,284,2,714,714,0,998,0.0,13.081,12.77,0.284,0.2569190250903582,0.3127341345754016,0.002,0.000548643588120728,0.007262807863492177,0.714,0.6852148435109845,0.741147303857198,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,40,fitted_grid,fitted_prior,35,325035001,baseline,covariates_only66,clustered_correlated,1000,1000,287,2,711,710,1,997,0.0,13.089,12.795,0.287,0.2598197820391999,0.31581041707564655,0.002,0.000548643588120728,0.007262807863492177,0.711,0.6821395598954265,0.7382455480236692,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,40,fitted_grid,fitted_prior,35,325035001,baseline,covariates_only66,sparse_floor,1000,1000,306,3,691,691,0,997,0.0,13.061,12.781,0.306,0.2782254333203639,0.3352593489720314,0.003,0.0010207838811386186,0.008783014053503173,0.691,0.6616750359751813,0.7188631422833365,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,40,fitted_grid,fitted_prior,35,325035001,envelope,covariates_only66,uniform_white,1000,1000,269,0,731,731,0,1000,0.0,13.081,12.77,0.269,0.24243819128491245,0.297329771135414,0.0,2.168404344971009e-19,0.0038267584855551234,0.731,0.7026702288645861,0.7575618087150875,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,40,fitted_grid,fitted_prior,35,325035001,envelope,covariates_only66,clustered_correlated,1000,1000,267,0,733,733,0,1000,0.0,13.089,12.795,0.267,0.24051036845887877,0.29527290099538994,0.0,2.168404344971009e-19,0.0038267584855551234,0.733,0.7047270990046101,0.7594896315411211,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,40,fitted_grid,fitted_prior,35,325035001,envelope,covariates_only66,sparse_floor,1000,1000,224,0,776,776,0,1000,0.0,13.061,12.781,0.224,0.1992434366609871,0.2508689340230394,0.0,2.168404344971009e-19,0.0038267584855551234,0.776,0.7491310659769607,0.8007565633390129,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,80,fitted_grid,fitted_prior,36,325036001,baseline,full34,uniform_white,1000,1000,955,9,36,31,5,986,0.00054,1.054,1.119,0.955,0.9403171620637766,0.9662004877143683,0.009,0.004742060667477063,0.01701581616533807,0.036,0.02611557140738732,0.049435660467207834,0.986,0.9766379658824644,0.9916424248695761,True,False,False,False,False,False,fitted_family
Newton,0,test,1,1.6,0.3,,80,fitted_grid,fitted_prior,36,325036001,baseline,covariates_only66,uniform_white,1000,1000,293,1,706,706,0,999,0.0,13.022,12.761,0.293,0.26562577020883094,0.3219585078041889,0.001,0.00017654637062607809,0.0056425585979579355,0.706,0.677017384524264,0.7334059909796873,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,80,fitted_grid,fitted_prior,36,325036001,baseline,covariates_only66,clustered_correlated,1000,1000,283,2,715,715,0,998,0.0,13.025,12.749,0.283,0.25595244098823255,0.3117083721944983,0.002,0.000548643588120728,0.007262807863492177,0.715,0.6862402708362823,0.7421142230149289,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,80,fitted_grid,fitted_prior,36,325036001,baseline,covariates_only66,sparse_floor,1000,1000,303,2,695,694,1,997,0.0,13.025,12.759,0.303,0.27531542432193984,0.3321923185213688,0.002,0.000548643588120728,0.007262807863492177,0.695,0.6657628366716069,0.7227447275190266,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,80,fitted_grid,fitted_prior,36,325036001,envelope,covariates_only66,uniform_white,1000,1000,275,0,725,725,0,1000,0.0,13.022,12.761,0.275,0.24822587402252644,0.30349616729597334,0.0,2.168404344971009e-19,0.0038267584855551234,0.725,0.6965038327040266,0.7517741259774736,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,80,fitted_grid,fitted_prior,36,325036001,envelope,covariates_only66,clustered_correlated,1000,1000,264,1,735,735,0,999,0.0,13.025,12.749,0.264,0.23761996823603918,0.29218626176914286,0.001,0.00017654637062607809,0.0056425585979579355,0.735,0.7067846797715454,0.7614167437402437,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,80,fitted_grid,fitted_prior,36,325036001,envelope,covariates_only66,sparse_floor,1000,1000,231,1,768,767,1,998,0.0,13.025,12.759,0.231,0.20593646391387108,0.2581223321513576,0.001,0.00017654637062607809,0.0056425585979579355,0.768,0.7408422968503318,0.7931065606014108,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
Newton,0,test,1,1.6,0.3,,60,fitted_grid,outside_inner_prior,37,325037001,baseline,covariates_only66,uniform_white,1000,1000,237,1,762,762,0,999,0.0,13.082,12.787,0.237,0.21168136426041648,0.2643315107029855,0.001,0.00017654637062607809,0.0056425585979579355,0.762,0.7346343310291412,0.787360447524428,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,60,fitted_grid,outside_inner_prior,37,325037001,baseline,covariates_only66,clustered_correlated,1000,1000,242,1,757,757,0,999,0.0,13.089,12.806,0.242,0.2164742872986182,0.26950032007992825,0.001,0.00017654637062607809,0.0056425585979579355,0.757,0.7294665084355112,0.7825665377029134,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,60,fitted_grid,outside_inner_prior,37,325037001,baseline,covariates_only66,sparse_floor,1000,1000,253,5,742,741,1,994,0.0,13.079,12.803,0.253,0.22703579958556788,0.28085461910629633,0.005,0.0021375355273244596,0.011650955373375113,0.742,0.7139918832868724,0.768155965606119,0.994,0.9869718317581478,0.9972473308581237,False,True,False,False,False,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,60,fitted_grid,outside_inner_prior,37,325037001,envelope,covariates_only66,uniform_white,1000,1000,229,0,771,771,0,1000,0.0,13.082,12.787,0.229,0.20402312975052514,0.25605097334864574,0.0,2.168404344971009e-19,0.0038267584855551234,0.771,0.7439490266513543,0.7959768702494748,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,60,fitted_grid,outside_inner_prior,37,325037001,envelope,covariates_only66,clustered_correlated,1000,1000,234,0,766,766,0,1000,0.0,13.089,12.806,0.234,0.20880800256185078,0.2612278329524646,0.0,2.168404344971009e-19,0.0038267584855551234,0.766,0.7387721670475355,0.7911919974381493,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,60,fitted_grid,outside_inner_prior,37,325037001,envelope,covariates_only66,sparse_floor,1000,1000,189,0,811,810,1,999,0.0,13.079,12.803,0.189,0.1659418620747839,0.21443838170323143,0.0,2.168404344971009e-19,0.0038267584855551234,0.811,0.7855616182967687,0.8340581379252162,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,160,fitted_grid,outside_inner_prior,38,325038001,baseline,full34,uniform_white,1000,1000,965,6,29,23,6,988,0.000773,1.062,1.118,0.965,0.9517133776255466,0.9747277369828871,0.006,0.0027526691418763745,0.01302816824185209,0.029,0.02026644815669875,0.04133835833669418,0.988,0.9791427315245017,0.9931223521935965,True,False,False,False,False,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,160,fitted_grid,outside_inner_prior,38,325038001,baseline,covariates_only66,uniform_white,1000,1000,349,0,651,650,1,999,0.0,13.012,12.673,0.349,0.3200859840139804,0.3790696970486572,0.0,2.168404344971009e-19,0.0038267584855551234,0.651,0.6209303029513429,0.6799140159860195,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,160,fitted_grid,outside_inner_prior,38,325038001,baseline,covariates_only66,clustered_correlated,1000,1000,343,1,656,655,1,998,0.0,13.002,12.672,0.343,0.3142286235426158,0.3729729786218485,0.001,0.00017654637062607809,0.0056425585979579355,0.656,0.6260105435553518,0.684795507797155,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,160,fitted_grid,outside_inner_prior,38,325038001,baseline,covariates_only66,sparse_floor,1000,1000,391,0,609,608,1,999,0.0,13.009,12.683,0.391,0.36122774950463854,0.4216064838452125,0.0,2.168404344971009e-19,0.0038267584855551234,0.609,0.5783935161547875,0.6387722504953615,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,160,fitted_grid,outside_inner_prior,38,325038001,envelope,covariates_only66,uniform_white,1000,1000,332,0,668,667,1,999,0.0,13.012,12.673,0.332,0.30350363489239063,0.36178215595875596,0.0,2.168404344971009e-19,0.0038267584855551234,0.668,0.6382178440412442,0.6964963651076094,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,160,fitted_grid,outside_inner_prior,38,325038001,envelope,covariates_only66,clustered_correlated,1000,1000,323,0,677,676,1,999,0.0,13.002,12.672,0.323,0.2947418927752481,0.35261277972863847,0.0,2.168404344971009e-19,0.0038267584855551234,0.677,0.6473872202713616,0.705258107224752,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.6,0.3,,160,fitted_grid,outside_inner_prior,38,325038001,envelope,covariates_only66,sparse_floor,1000,1000,297,0,703,703,0,1000,0.0,13.009,12.683,0.297,0.26949969988900685,0.32605396405612846,0.0,2.168404344971009e-19,0.0038267584855551234,0.703,0.6739460359438715,0.730500300110993,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
Newton,0,test,1,1.15,0.0,,,outside_beta_grid,pure,39,325039001,baseline,covariates_only66,uniform_white,1000,1000,2,0,998,997,1,999,0.0,14.365,13.136,0.002,0.000548643588120728,0.007262807863492177,0.0,2.168404344971009e-19,0.0038267584855551234,0.998,0.9927371921365079,0.9994513564118793,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.0,,,outside_beta_grid,pure,39,325039001,baseline,covariates_only66,clustered_correlated,1000,1000,3,3,994,993,1,996,0.0,14.27,13.13,0.003,0.0010207838811386186,0.008783014053503173,0.003,0.0010207838811386186,0.008783014053503173,0.994,0.9869718317581478,0.9972473308581237,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.0,,,outside_beta_grid,pure,39,325039001,baseline,covariates_only66,sparse_floor,1000,1000,4,4,992,991,1,995,0.0,14.358,13.146,0.004,0.0015565881404084308,0.010239556277262253,0.004,0.0015565881404084308,0.010239556277262253,0.992,0.9842936654690199,0.995940804181194,0.995,0.9883490446266249,0.9978624644726756,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.0,,,outside_beta_grid,pure,39,325039001,envelope,covariates_only66,uniform_white,1000,1000,2,0,998,997,1,999,0.0,14.365,13.136,0.002,0.000548643588120728,0.007262807863492177,0.0,2.168404344971009e-19,0.0038267584855551234,0.998,0.9927371921365079,0.9994513564118793,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.0,,,outside_beta_grid,pure,39,325039001,envelope,covariates_only66,clustered_correlated,1000,1000,3,1,996,995,1,998,0.0,14.27,13.13,0.003,0.0010207838811386186,0.008783014053503173,0.001,0.00017654637062607809,0.0056425585979579355,0.996,0.9897604437227377,0.9984434118595916,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.0,,,outside_beta_grid,pure,39,325039001,envelope,covariates_only66,sparse_floor,1000,1000,3,0,997,996,1,999,0.0,14.358,13.146,0.003,0.0010207838811386186,0.008783014053503173,0.0,2.168404344971009e-19,0.0038267584855551234,0.997,0.9912169859464969,0.9989792161188614,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,60,outside_beta_grid,outside_inner_prior,40,325040001,baseline,covariates_only66,uniform_white,1000,1000,2,3,995,994,1,996,0.0,14.262,13.168,0.002,0.000548643588120728,0.007262807863492177,0.003,0.0010207838811386186,0.008783014053503173,0.995,0.9883490446266249,0.9978624644726756,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,60,outside_beta_grid,outside_inner_prior,40,325040001,baseline,covariates_only66,clustered_correlated,1000,1000,2,3,995,994,1,996,0.0,14.222,13.153,0.002,0.000548643588120728,0.007262807863492177,0.003,0.0010207838811386186,0.008783014053503173,0.995,0.9883490446266249,0.9978624644726756,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,60,outside_beta_grid,outside_inner_prior,40,325040001,baseline,covariates_only66,sparse_floor,1000,1000,2,6,992,990,2,992,0.0,14.279,13.163,0.002,0.000548643588120728,0.007262807863492177,0.006,0.0027526691418763745,0.01302816824185209,0.992,0.9842936654690199,0.995940804181194,0.992,0.9842936654690199,0.995940804181194,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,60,outside_beta_grid,outside_inner_prior,40,325040001,envelope,covariates_only66,uniform_white,1000,1000,2,0,998,997,1,999,0.0,14.262,13.168,0.002,0.000548643588120728,0.007262807863492177,0.0,2.168404344971009e-19,0.0038267584855551234,0.998,0.9927371921365079,0.9994513564118793,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,60,outside_beta_grid,outside_inner_prior,40,325040001,envelope,covariates_only66,clustered_correlated,1000,1000,1,1,998,997,1,998,0.0,14.222,13.153,0.001,0.00017654637062607809,0.0056425585979579355,0.001,0.00017654637062607809,0.0056425585979579355,0.998,0.9927371921365079,0.9994513564118793,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,60,outside_beta_grid,outside_inner_prior,40,325040001,envelope,covariates_only66,sparse_floor,1000,1000,1,0,999,997,2,998,0.0,14.279,13.163,0.001,0.00017654637062607809,0.0056425585979579355,0.0,2.168404344971009e-19,0.0038267584855551234,0.999,0.9943574414020421,0.9998234536293739,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,160,outside_beta_grid,outside_inner_prior,41,325041001,baseline,full66,uniform_white,1000,1000,988,0,12,1,11,989,0.000374,1.213,1.242,0.988,0.9791427315245017,0.9931223521935965,0.0,2.168404344971009e-19,0.0038267584855551234,0.012,0.006877647806403522,0.02085726847549828,0.989,0.9804106042992137,0.9938468259019134,True,False,False,True,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,160,outside_beta_grid,outside_inner_prior,41,325041001,baseline,no_diagnostics66,sparse_floor,1000,1000,989,0,11,0,11,989,8.1e-05,1.786,2.143,0.989,0.9804106042992137,0.9938468259019134,0.0,2.168404344971009e-19,0.0038267584855551234,0.011,0.006153174098086638,0.019589395700786275,0.989,0.9804106042992137,0.9938468259019134,True,False,False,True,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,160,outside_beta_grid,outside_inner_prior,41,325041001,baseline,covariates_only66,uniform_white,1000,1000,2,7,991,990,1,992,0.0,14.203,13.145,0.002,0.000548643588120728,0.007262807863492177,0.007,0.0033948684009907646,0.014378315465766588,0.991,0.982984183834662,0.9952579393325229,0.992,0.9842936654690199,0.995940804181194,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,160,outside_beta_grid,outside_inner_prior,41,325041001,baseline,covariates_only66,clustered_correlated,1000,1000,3,7,990,987,3,990,0.0,14.209,13.15,0.003,0.0010207838811386186,0.008783014053503173,0.007,0.0033948684009907646,0.014378315465766588,0.99,0.9816905311296853,0.9945592455544707,0.99,0.9816905311296853,0.9945592455544707,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,160,outside_beta_grid,outside_inner_prior,41,325041001,baseline,covariates_only66,sparse_floor,1000,1000,6,8,986,985,1,991,0.0,14.214,13.155,0.006,0.0027526691418763745,0.01302816824185209,0.008,0.004059195818806103,0.015706334530980144,0.986,0.9766379658824644,0.9916424248695761,0.991,0.982984183834662,0.9952579393325229,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,160,outside_beta_grid,outside_inner_prior,41,325041001,envelope,covariates_only66,uniform_white,1000,1000,1,2,997,996,1,997,0.0,14.203,13.145,0.001,0.00017654637062607809,0.0056425585979579355,0.002,0.000548643588120728,0.007262807863492177,0.997,0.9912169859464969,0.9989792161188614,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,160,outside_beta_grid,outside_inner_prior,41,325041001,envelope,covariates_only66,clustered_correlated,1000,1000,4,1,995,994,1,998,0.0,14.209,13.15,0.004,0.0015565881404084308,0.010239556277262253,0.001,0.00017654637062607809,0.0056425585979579355,0.995,0.9883490446266249,0.9978624644726756,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.15,0.3,,160,outside_beta_grid,outside_inner_prior,41,325041001,envelope,covariates_only66,sparse_floor,1000,1000,4,1,995,994,1,998,0.0,14.214,13.155,0.004,0.0015565881404084308,0.010239556277262253,0.001,0.00017654637062607809,0.0056425585979579355,0.995,0.9883490446266249,0.9978624644726756,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.45,0.0,,,outside_beta_grid,pure,42,325042001,baseline,covariates_only66,uniform_white,1000,1000,4,6,990,990,0,994,0.0,14.294,13.046,0.004,0.0015565881404084308,0.010239556277262253,0.006,0.0027526691418763745,0.01302816824185209,0.99,0.9816905311296853,0.9945592455544707,0.994,0.9869718317581478,0.9972473308581237,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.45,0.0,,,outside_beta_grid,pure,42,325042001,baseline,covariates_only66,clustered_correlated,1000,1000,3,9,988,988,0,991,0.0,14.255,13.049,0.003,0.0010207838811386186,0.008783014053503173,0.009,0.004742060667477063,0.01701581616533807,0.988,0.9791427315245017,0.9931223521935965,0.991,0.982984183834662,0.9952579393325229,False,True,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.45,0.0,,,outside_beta_grid,pure,42,325042001,baseline,covariates_only66,sparse_floor,1000,1000,6,15,979,979,0,985,0.0,14.26,13.042,0.006,0.0027526691418763745,0.01302816824185209,0.015,0.009110978804081668,0.024600976926906798,0.979,0.9681097049387625,0.9862242604320758,0.985,0.9753990230730932,0.9908890211959184,False,False,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.45,0.0,,,outside_beta_grid,pure,42,325042001,envelope,covariates_only66,uniform_white,1000,1000,4,0,996,996,0,1000,0.0,14.294,13.046,0.004,0.0015565881404084308,0.010239556277262253,0.0,2.168404344971009e-19,0.0038267584855551234,0.996,0.9897604437227377,0.9984434118595916,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.45,0.0,,,outside_beta_grid,pure,42,325042001,envelope,covariates_only66,clustered_correlated,1000,1000,2,0,998,998,0,1000,0.0,14.255,13.049,0.002,0.000548643588120728,0.007262807863492177,0.0,2.168404344971009e-19,0.0038267584855551234,0.998,0.9927371921365079,0.9994513564118793,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.45,0.0,,,outside_beta_grid,pure,42,325042001,envelope,covariates_only66,sparse_floor,1000,1000,3,2,995,995,0,998,0.0,14.26,13.042,0.003,0.0010207838811386186,0.008783014053503173,0.002,0.000548643588120728,0.007262807863492177,0.995,0.9883490446266249,0.9978624644726756,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.45,0.3,,60,outside_beta_grid,outside_inner_prior,43,325043001,baseline,no_diagnostics66,sparse_floor,1000,1000,987,0,13,0,13,987,5.2e-05,1.842,2.037,0.987,0.9778855576244203,0.9923871796106489,0.0,2.168404344971009e-19,0.0038267584855551234,0.013,0.0076128203893510256,0.022114442375579666,0.987,0.9778855576244203,0.9923871796106489,True,False,False,True,False,False,outside_beta_grid
Newton,0,test,1,1.45,0.3,,60,outside_beta_grid,outside_inner_prior,43,325043001,baseline,covariates_only66,uniform_white,1000,1000,3,13,984,984,0,987,0.0,14.11,13.037,0.003,0.0010207838811386186,0.008783014053503173,0.013,0.0076128203893510256,0.022114442375579666,0.984,0.97416793978826,0.9901277579977227,0.987,0.9778855576244203,0.9923871796106489,False,False,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.45,0.3,,60,outside_beta_grid,outside_inner_prior,43,325043001,baseline,covariates_only66,clustered_correlated,1000,1000,3,15,982,981,1,984,0.0,14.105,13.05,0.003,0.0010207838811386186,0.008783014053503173,0.015,0.009110978804081668,0.024600976926906798,0.982,0.9717267448294926,0.9885842599904322,0.984,0.97416793978826,0.9901277579977227,False,False,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.45,0.3,,60,outside_beta_grid,outside_inner_prior,43,325043001,baseline,covariates_only66,sparse_floor,1000,1000,5,19,976,976,0,981,0.0,14.061,13.041,0.005,0.0021375355273244596,0.011650955373375113,0.019,0.012196885750790904,0.02948445591231312,0.976,0.9645370943883885,0.9838198315333629,0.981,0.9705155440876868,0.9878031142492091,False,False,False,False,False,False,outside_beta_grid
Newton,0,test,1,1.45,0.3,,60,outside_beta_grid,outside_inner_prior,43,325043001,envelope,covariates_only66,uniform_white,1000,1000,2,1,997,997,0,999,0.0,14.11,13.037,0.002,0.000548643588120728,0.007262807863492177,0.001,0.00017654637062607809,0.0056425585979579355,0.997,0.9912169859464969,0.9989792161188614,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_beta_grid
Newton,0,test,1,1.45,0.3,,60,outside_beta_grid,outside_inner_prior,43,325043001,envelope,covariates_only66,clustered_correlated,1000,1000,3,1,996,996,0,999,0.0,14.105,13.05,0.003,0.0010207838811386186,0.008783014053503173,0.001,0.00017654637062607809,0.0056425585979579355,0.996,0.9897604437227377,0.9984434118595916,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_beta_grid
