s_kau,vtilde,Mtot,v2d_kms,d_pc
0.8459328215353253,0.7144724352664343,0.9486327055204263,0.7126062225207089,111.34789723360828
18.084577272595634,0.8776577595770095,0.7592972903342117,0.16937915593589634,199.96921188463534
0.9564501456879316,0.8090163922783707,1.8119280417614736,1.0487685341647606,179.68155240682324
0.2824741810187146,0.4094008584794421,1.224458204939821,0.8028129622267032,153.98398897083274
0.1914784288717512,0.5103222843493302,0.5831166295119237,0.8387747383335115,156.67967490767276
1.2513985009760855,0.4905007204726063,0.8072525356585344,0.37104754849860416,197.84849864904754
1.5532331926035177,0.4926725527435022,0.9220699411795947,0.3575238283283848,149.19473190483887
2.26681632580511,0.4005585883769683,0.3311359250963249,0.1441929593729022,194.3970269829453
0.6766932496913899,0.24593536563975746,0.6955886873520516,0.2348466347141649,157.56600823381015
1.021674930312117,0.23270553939586358,0.6399387557076847,0.17346129427315152,59.091127977800525
1.0518471706702768,0.4034252081605589,0.5856179265396824,0.28351557027125807,179.66470707843177
37.42669373368162,0.12999894439041965,0.7376087268955437,0.01718878346123944,187.93013422925964
3.7898418476392544,0.15668287381070106,0.6345691892222356,0.060385615746332805,189.90543729418405
0.4616026212934249,0.6055663646953119,0.7978345221056924,0.7498373117502103,196.2063282949076
0.6014854543158156,0.6142108765137636,0.5540085517766711,0.5551958300743018,148.5063741167911
2.168449162210174,1.0830869573330641,0.4142982946265919,0.4458905822520405,142.60664759334145
5.332130376678746,0.648357873299203,2.327952757158016,0.4034916146222905,149.8318573747717
4.070795321726373,0.7245514668198505,0.921533378282279,0.3246894405838357,155.28150523380722
0.0907930293099944,0.05946777663595175,0.6006049771884535,0.14405652518825127,37.47283077527641
1.1470862948531262,0.9536031649053466,0.6208857750417637,0.6607824753132946,176.72615890766647
0.386291946633321,1.7817581733039929,1.8288085333932385,3.6513887703977383,172.10060221426204
0.1893688564961858,0.7155123154731576,0.4382474645943711,1.0251928397075722,183.10563135390925
5.944291281030832,2.3608716394101052,1.1279948261328199,0.968632219671508,192.60583149481292
0.7233304827743778,0.730619795569915,1.2917621230459044,0.9195965797267452,185.65466014744305
0.7789259981503257,1.1484704022876833,1.694703260686658,1.595517467988977,112.4018418871675
2.08906951536318,0.4539936088221915,1.32148589793682,0.3400850828468471,136.66458192902894
11.760845960585652,2.7529627184140977,0.8537490512465299,0.6986009782146818,127.91466567382217
0.3014660417319028,0.6516248711046453,0.9889888542674681,1.1116221055497348,129.62956118322035
0.3117627689113737,0.19258850239705014,0.48560448050060157,0.2263823671793853,107.40430383342884
0.7665196282268226,0.5042255263909374,0.7452072947537562,0.46825751911538155,117.99845114191262
4.043570422893708,0.5722240270329024,1.2063419226798213,0.2943756051917099,161.50412342634934
22.94899560618088,0.10948181585210884,1.3296248176990426,0.02482034021445736,166.86465169423263
12.45194378447211,0.7323970192301055,0.7974544068314038,0.17456772286019656,113.13414919399182
2.0748215600598447,0.5349372518904209,1.5161067491049507,0.43068562833773255,150.6316133876437
0.909141649082534,0.5774875177512507,1.1086567793037205,0.6006319167335201,92.71009843119856
0.2005477490099622,0.7242614971293719,0.4854249077055618,1.0612814021609445,174.35233161487244
0.1644267119477142,0.9219299336130927,0.956299386133151,2.094072394381628,34.70522034432519
0.7632435177812122,0.3809634288988527,0.5389354271093919,0.30151096761897916,162.0021646639641
0.2436291789114222,0.34273403568457267,1.993976376551399,0.9234972607958829,103.46191188024893
13.0002705053478,0.5561855707312376,2.1388946831464715,0.2124815602864469,194.03382393365024
0.4141498939512977,0.5280225419855783,2.1925372560040426,1.1442744486428076,165.38410348690408
0.1140354067823712,0.5055778035521543,1.4051132188776032,1.6715017042130735,148.63383111393176
0.535977827117149,0.393960262599092,0.5933771978996836,0.3904158640003566,191.11605133367914
3.809092288443812,0.5739485993659904,1.599239987193775,0.3502693175552596,197.82688890504193
4.465118189388955,1.0983161875258176,1.1552900354763094,0.5261861855868677,184.8962470278695
8.765373242991757,0.7969222564392276,1.5017197574837704,0.31067636820049055,171.51954473694818
0.2229210931559451,0.8501909565491328,0.9763352344131311,1.6758046978282277,80.94468561549806
0.2639748795929468,0.94766857123146,1.6598589138306477,2.238173700569754,121.80582637138659
1.5685442121128268,0.5017007542124081,2.5572019960156807,0.6033397127948399,176.87930425875882
3.139331514550241,0.09810512092266743,2.018059372444061,0.07408377095768384,100.93341361518512
1.254604914377516,0.8853097157082678,2.4173963050945786,1.1574405364312301,134.35622588552218
1.0238678736019675,0.6357532170736006,1.3004535751481867,0.6748341595522988,125.85862487521122
1.1501196968526883,0.5791284591388055,0.646167891691594,0.40884538218437844,160.0944020269054
0.766136080440556,0.38394449161509064,2.432142338617056,0.644307223955602,157.5061363800227
4.230587511415347,0.4107893567105713,1.3537757529920051,0.2188644525151934,168.40827910958026
0.8650842706542003,1.0430952197955352,0.9338325537628713,1.0207332814477166,166.99288440091266
0.3881282415252505,0.6908629934324335,0.8033585789171594,0.9361426865676635,167.11176577534331
1.178285600892295,0.041510517757077085,1.476038223905893,0.04375872812133868,132.4760132906224
2.159393506525723,1.2430521346508545,1.2597300266273137,0.8942217151017111,138.33573792113373
5.746977635809166,7.646907346608608,0.9681876679290119,2.9561663633660986,100.32559733346662
0.3154385206347895,0.08294044035649595,0.7564186005170315,0.12096872305450658,118.87841480799531
1.032350110024534,0.28689097406545216,0.9312456160470082,0.2566365596406325,120.69127610922976
0.4140778006785528,0.3597478667844671,0.6751284550947005,0.4326467871999375,136.07835598075792
0.9923730068996736,3.9825201950002254,0.4486974249035208,2.522204679756434,139.9139124312595
0.1462765691379252,0.6477454862092525,0.6799346099090208,1.315326620581288,196.92393441516424
10.746390904495932,0.7581214305823535,0.6235434583969166,0.17199817676725412,198.30453393823632
2.1995167981782044,0.6123878720954634,0.8046968184535856,0.3488687787841476,152.05971690831416
0.5548956736344123,0.7179990649574269,2.134449377812929,1.3263073064546012,155.35731772266234
0.5034345154887371,0.3646038287976585,0.7377633769263721,0.4157107936616926,115.07935038086737
1.1195034820348195,0.8761935246896855,1.8589870267732884,1.0634290445060153,188.1680656827579
2.0966478345348345,0.4770039211490043,0.7368489817927377,0.26633698017021945,101.56760133351318
2.271281901409641,0.2142076665993752,1.3710505133233255,0.1567506106292075,90.9824274545789
0.1206675753064687,0.5350651244847255,1.323677617445863,1.6691120304010223,66.3100502436229
0.9998943724045614,0.493144562472496,1.1758324394754738,0.5036779384655408,157.06532449188975
1.6795482565719029,0.3243493512096625,0.995780786237348,0.2352240291120315,181.5192450315161
1.6223001800827426,0.7530281583152088,1.2523126486026601,0.6231391173700346,171.10854197045214
3.4393295550593423,0.6222922854301237,1.9447814868779723,0.4407333862291943,176.52713891515563
1.8985260810695928,0.6118374899087059,0.9120738281215928,0.3994163336672474,181.00889310890147
